,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
2019-01-31 20:00:00+00:00,55.508429778328946,53.33836531066026,53.000851635195,54.19087057076466,53.96278396778567,53.346741222447314,52.97492121382374,53.452534411822896,54.262084429139406,55.056079741095914,54.683019953205246,55.752341640447966,56.35429162437659,57.59041548109138,58.55500423119807,59.48178539835544
2019-01-31 20:15:00+00:00,51.85615703122683,51.44379234450078,52.719082990006115,52.55222886154477,51.92964164695109,51.55412479440686,51.98973019323759,52.86669505888411,53.68094300330886,53.30330814501355,54.344792587075645,54.985429263291294,56.25956535293512,57.285027625516946,58.24734453508822,59.2475389343856
2019-01-31 20:30:00+00:00,61.33750577796871,63.07430053320349,62.39654277754927,61.46455065520527,60.87481132870982,61.21891073260789,62.08536240827487,62.67253266040037,62.28035183960529,63.05980289980133,63.690855292179805,64.51854966498108,65.28946849690387,65.8539305655044,66.59206174786584,67.31739288310727
2019-01-31 20:45:00+00:00,68.27164933718392,67.86738857119795,66.73855264495407,65.88422162869017,66.06323583259757,66.63179047096259,67.17324793072964,66.73473339969826,67.47670238045811,67.78091342596545,68.44963743833517,68.94206980951985,69.3946815063135,69.95579273691143,70.52739690526816,71.19807438651915
2019-01-31 21:00:00+00:00,70.97785937469139,70.02342795456791,69.03423808644227,69.02610423006155,69.35407676030093,69.73636657620814,69.34328033433128,70.02126856053927,70.21703925683525,70.59131706712738,71.0242230562894,71.33810966460042,71.85555895887761,72.343403572869,72.91092909304061,73.40298476456272
2019-01-31 21:15:00+00:00,67.89305937282278,66.84037558220415,66.96891740640771,67.46612739662044,67.9709788217499,67.59740928166381,68.24083735311343,68.50399133870334,69.00108115852825,69.55319809374427,69.85707789171654,70.44975423052655,70.9617646291848,71.59567381626147,72.14772308021705,72.75410973066734
2019-01-31 21:30:00+00:00,60.46829263212581,60.440116232309755,61.39188627944865,62.06231684480679,61.6879847225475,62.329390619809594,62.43801969123135,63.254634215829185,64.0750721338685,64.52341533707684,65.00977139485684,65.74895544877005,66.52517757262589,67.32309534489937,68.08562884183847,68.76170287216054
2019-01-31 21:45:00+00:00,53.45582412114399,54.21526645271285,55.06398338959562,54.559738583055626,55.161952855834166,55.17106245981912,55.82498393980621,56.99570529458624,57.61230141323126,58.178198116264056,58.804428884085276,59.877706159571986,60.89645310939602,61.989282240978945,62.852041341849905,63.76192535347919
2019-01-31 22:00:00+00:00,56.257317599002235,57.18996865508548,56.66321488074225,57.28398559241527,57.32836899913855,57.98618208617058,59.1563213962611,59.69674565862877,60.238746878205475,60.818020444649584,61.88490324168853,62.806333557624065,63.82341461721132,64.58680232605735,65.4339269324186,66.22693500059638
2019-01-31 22:15:00+00:00,57.70402206775373,57.20002588794325,57.81091269457716,57.85677144329835,58.51456807156947,59.672044687339906,60.21403707563578,60.7451686844178,61.315285066833134,62.35285902007794,63.26778217528555,64.25724797145605,65.00236949522521,65.82514116013414,66.60151667761443,67.43923849069887
2019-01-31 22:30:00+00:00,57.26711589305777,57.880111240976504,57.923987587257876,58.58082003181335,59.73644678635624,60.27706086699102,60.80958512906721,61.378024615097516,62.41296054084697,63.32329373849194,64.31201511669335,65.0536193067361,65.87416045123024,66.64744521831979,67.48301039379034,68.28921488310871
2019-01-31 22:45:00+00:00,60.9209492667441,61.034314253389184,61.55998908997012,62.660829886702075,63.13292779526074,63.6429124589525,64.27126122697211,65.18912936495015,65.95383377843055,66.74345025515068,67.4588600927233,68.1214510596682,68.79798469037875,69.49913277459461,70.21496522729365,70.87408644957073
2019-01-31 23:00:00+00:00,47.17028308266348,47.266816475170636,48.66406219314343,49.0705356923702,49.50964871520671,50.08357014742542,50.569664052837666,51.85320511085622,53.337604776587554,54.64734269711671,55.17883769370745,56.49205684645469,57.67169499496443,59.21769779842447,60.373234682204334,61.403568690556185
2019-01-31 23:15:00+00:00,54.7943237059304,56.50762308296605,56.866308035332786,57.43519839505208,58.100669251019276,58.67365485954702,60.182329996985516,61.30226711478662,62.390401667614995,62.6768779642979,63.982546818604064,64.78652621909974,65.94347461723417,66.63451472993437,67.37425204004066,68.11913021852878
2019-01-31 23:30:00+00:00,60.36816584134359,60.91026393233084,61.460797379547984,62.170253548804936,62.75343655370755,64.21949483401724,65.33139141109946,66.29150619302074,66.46781949910768,67.52343931991562,68.24385526865333,69.135340504762,69.65230613502534,70.20346059265344,70.82079771152702,71.42115401702512
2019-01-31 23:45:00+00:00,65.55716496266155,66.34369626747176,67.00485785141893,67.52005997719957,68.89826423345045,69.79081919930275,70.75958652030816,70.7765316384397,71.6534104387659,71.99589992374612,72.71040484142218,72.92006081743429,73.32032536066957,73.77519812120246,74.2444362804183,74.79737074133836
2019-02-01 00:00:00+00:00,74.06078562948157,75.03738957093256,75.2708983583047,76.33242480943161,76.70686827348418,77.26135826222452,77.21314631706834,77.74778241948735,77.73732171859814,77.75400629094923,77.74931440609902,77.75145390121362,78.10172539902837,78.42913350012375,78.78519578692404,79.04403215599508
2019-02-01 00:15:00+00:00,66.32561030715999,66.3075577553932,67.7950325659916,68.68160510052624,69.58724099232013,69.80070890544825,70.30429184114882,70.63367890915173,71.11150161677874,71.6108022917794,71.6523967552116,72.35133529465477,72.76301600410702,73.35755078794776,73.8277157397531,74.38886110846663
2019-02-01 00:30:00+00:00,63.98864720722287,65.3960789498824,66.38542921850762,67.32023755669644,67.53202966178017,68.04957939223797,68.33267000368029,68.94892284920066,69.53329405006917,69.64467197288621,70.33186144558272,70.83929112350245,71.49447400092045,72.03538122953401,72.6494496520441,73.18737044364879
